Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
3027.0,159.0,12.0,752.0,44.0,2952.0,233.0,242.0,138.0,2423.0,2,25,Lodgepole Pine
3214.0,13.0,13.0,720.0,121.0,2886.0,207.0,214.0,142.0,3642.0,0,29,Spruce/Fir
2930.0,143.0,24.0,309.0,129.0,4432.0,246.0,226.0,94.0,485.0,0,29,Lodgepole Pine
2973.0,247.0,7.0,360.0,106.0,2782.0,205.0,246.0,179.0,2393.0,0,28,Lodgepole Pine
2934.0,261.0,14.0,335.0,114.0,2268.0,185.0,247.0,200.0,1848.0,2,12,Lodgepole Pine
2501.0,283.0,24.0,180.0,74.0,1319.0,147.0,233.0,222.0,750.0,3,9,Lodgepole Pine
3274.0,128.0,39.0,301.0,117.0,1200.0,250.0,186.0,25.0,967.0,2,38,Krummholz
2532.0,161.0,24.0,67.0,2.0,1384.0,236.0,237.0,117.0,808.0,2,2,Ponderosa Pine
3061.0,111.0,20.0,765.0,251.0,767.0,249.0,215.0,85.0,1445.0,0,28,Spruce/Fir
3222.0,352.0,13.0,120.0,14.0,2280.0,196.0,217.0,158.0,2518.0,0,28,Spruce/Fir
2940.0,189.0,19.0,624.0,233.0,551.0,217.0,251.0,159.0,1676.0,2,3,Aspen
2678.0,231.0,20.0,42.0,12.0,1604.0,184.0,254.0,202.0,1296.0,2,3,Spruce/Fir
2345.0,252.0,23.0,120.0,39.0,1269.0,162.0,248.0,220.0,1443.0,3,9,Douglas-fir
3194.0,335.0,13.0,524.0,57.0,2188.0,189.0,221.0,171.0,658.0,2,22,Spruce/Fir
2577.0,282.0,6.0,108.0,29.0,1144.0,204.0,240.0,175.0,4965.0,0,29,Lodgepole Pine
2939.0,112.0,7.0,90.0,6.0,1057.0,232.0,233.0,133.0,2340.0,0,22,Lodgepole Pine
2564.0,358.0,16.0,95.0,36.0,808.0,193.0,209.0,152.0,1221.0,2,10,Aspen
2954.0,216.0,6.0,824.0,106.0,2847.0,214.0,246.0,169.0,1613.0,2,25,Lodgepole Pine
2530.0,64.0,7.0,306.0,27.0,840.0,227.0,226.0,133.0,1298.0,2,10,Lodgepole Pine
2923.0,331.0,21.0,85.0,25.0,3755.0,165.0,208.0,180.0,2714.0,0,28,Lodgepole Pine
3191.0,42.0,7.0,67.0,0.0,4310.0,222.0,224.0,137.0,1740.0,0,22,Spruce/Fir
3215.0,45.0,0.0,470.0,34.0,5750.0,218.0,237.0,156.0,2576.0,0,28,Spruce/Fir
3144.0,321.0,12.0,60.0,9.0,1911.0,189.0,228.0,179.0,2069.0,2,22,Lodgepole Pine
3113.0,7.0,10.0,175.0,37.0,878.0,208.0,220.0,149.0,1566.0,2,32,Lodgepole Pine
3337.0,29.0,13.0,443.0,47.0,3586.0,215.0,211.0,130.0,1613.0,0,28,Spruce/Fir
2732.0,342.0,3.0,175.0,20.0,2546.0,213.0,235.0,159.0,5140.0,0,11,Lodgepole Pine
2991.0,90.0,3.0,391.0,6.0,5165.0,225.0,234.0,145.0,5327.0,0,11,Lodgepole Pine
3103.0,75.0,11.0,459.0,17.0,3531.0,234.0,219.0,116.0,4664.0,0,28,Lodgepole Pine
2587.0,8.0,28.0,218.0,100.0,778.0,176.0,173.0,124.0,1144.0,3,9,Ponderosa Pine
2652.0,55.0,4.0,162.0,2.0,1235.0,222.0,231.0,145.0,1690.0,2,10,Lodgepole Pine
2817.0,46.0,17.0,60.0,9.0,4056.0,223.0,200.0,105.0,1172.0,0,22,Lodgepole Pine
2554.0,90.0,7.0,301.0,30.0,837.0,231.0,229.0,130.0,466.0,0,8,Lodgepole Pine
2926.0,221.0,16.0,134.0,30.0,5006.0,199.0,253.0,188.0,1380.0,0,29,Lodgepole Pine
2803.0,56.0,7.0,150.0,25.0,882.0,225.0,225.0,134.0,2312.0,2,10,Lodgepole Pine
3129.0,105.0,5.0,242.0,33.0,5366.0,228.0,234.0,140.0,757.0,0,28,Spruce/Fir
2518.0,81.0,8.0,108.0,13.0,339.0,231.0,226.0,128.0,1544.0,3,5,Douglas-fir
3008.0,36.0,8.0,170.0,17.0,6255.0,220.0,222.0,138.0,3160.0,0,28,Lodgepole Pine
2654.0,343.0,25.0,42.0,15.0,1639.0,162.0,194.0,166.0,1211.0,2,23,Spruce/Fir
3171.0,156.0,17.0,752.0,235.0,1116.0,237.0,239.0,125.0,2173.0,2,32,Lodgepole Pine
3134.0,60.0,15.0,402.0,67.0,1860.0,231.0,207.0,104.0,3276.0,2,23,Spruce/Fir
3224.0,127.0,16.0,192.0,34.0,1694.0,245.0,228.0,106.0,1425.0,1,22,Spruce/Fir
3135.0,261.0,9.0,0.0,0.0,953.0,199.0,245.0,185.0,1584.0,2,20,Spruce/Fir
2911.0,315.0,8.0,67.0,4.0,3522.0,198.0,233.0,175.0,2407.0,0,28,Lodgepole Pine
2992.0,275.0,14.0,190.0,30.0,2356.0,182.0,243.0,200.0,469.0,0,28,Lodgepole Pine
3340.0,325.0,16.0,680.0,47.0,2324.0,178.0,220.0,181.0,997.0,2,31,Spruce/Fir
2617.0,40.0,12.0,85.0,17.0,1082.0,221.0,213.0,124.0,2164.0,0,29,Lodgepole Pine
3256.0,36.0,4.0,268.0,78.0,912.0,220.0,230.0,147.0,1708.0,0,22,Spruce/Fir
3238.0,50.0,16.0,127.0,44.0,2022.0,225.0,204.0,108.0,2324.0,0,28,Spruce/Fir
2897.0,332.0,29.0,234.0,59.0,2605.0,141.0,190.0,180.0,577.0,2,32,Lodgepole Pine
2577.0,43.0,24.0,228.0,33.0,1008.0,217.0,181.0,87.0,1062.0,2,9,Lodgepole Pine
3060.0,227.0,16.0,190.0,6.0,1745.0,194.0,253.0,193.0,331.0,2,31,Lodgepole Pine
2922.0,318.0,14.0,42.0,13.0,3795.0,184.0,227.0,183.0,4896.0,0,28,Spruce/Fir
3054.0,291.0,25.0,371.0,59.0,1608.0,143.0,227.0,220.0,3275.0,0,21,Spruce/Fir
2694.0,11.0,32.0,108.0,36.0,1298.0,168.0,157.0,110.0,2620.0,0,28,Lodgepole Pine
3218.0,322.0,11.0,256.0,46.0,4629.0,192.0,229.0,177.0,1541.0,0,28,Spruce/Fir
2136.0,345.0,15.0,297.0,-3.0,484.0,189.0,215.0,164.0,685.0,3,9,Ponderosa Pine
3251.0,136.0,13.0,301.0,75.0,3284.0,240.0,235.0,122.0,3042.0,0,22,Spruce/Fir
3058.0,161.0,11.0,212.0,21.0,1633.0,232.0,243.0,141.0,934.0,0,22,Spruce/Fir
3151.0,274.0,11.0,120.0,19.0,854.0,192.0,243.0,191.0,1450.0,2,22,Spruce/Fir
2640.0,84.0,9.0,170.0,21.0,212.0,233.0,225.0,125.0,1624.0,0,11,Lodgepole Pine
2545.0,349.0,18.0,30.0,10.0,150.0,184.0,207.0,160.0,1714.0,0,28,Lodgepole Pine
3050.0,178.0,17.0,175.0,16.0,5872.0,226.0,248.0,148.0,2308.0,0,28,Lodgepole Pine
2845.0,65.0,25.0,108.0,50.0,124.0,234.0,180.0,64.0,1289.0,0,28,Spruce/Fir
2719.0,71.0,16.0,270.0,-28.0,1463.0,236.0,207.0,98.0,1689.0,0,29,Lodgepole Pine
3103.0,40.0,14.0,124.0,21.0,4983.0,220.0,208.0,119.0,1436.0,0,21,Spruce/Fir
2719.0,350.0,28.0,60.0,47.0,1828.0,157.0,180.0,153.0,1044.0,2,32,Lodgepole Pine
3366.0,173.0,8.0,582.0,37.0,1008.0,225.0,244.0,152.0,4253.0,1,31,Spruce/Fir
3057.0,88.0,20.0,212.0,39.0,4267.0,246.0,202.0,77.0,2623.0,0,28,Lodgepole Pine
2636.0,106.0,16.0,42.0,10.0,2197.0,246.0,219.0,97.0,2431.0,2,1,Ponderosa Pine
3197.0,114.0,8.0,313.0,70.0,2084.0,235.0,232.0,129.0,3348.0,2,30,Spruce/Fir
2863.0,31.0,7.0,216.0,101.0,3684.0,218.0,225.0,143.0,5835.0,0,28,Spruce/Fir
2054.0,30.0,39.0,127.0,101.0,201.0,177.0,126.0,56.0,361.0,3,9,Ponderosa Pine
2955.0,177.0,23.0,30.0,15.0,1779.0,225.0,246.0,141.0,150.0,2,31,Lodgepole Pine
2618.0,52.0,26.0,60.0,27.0,1266.0,223.0,174.0,70.0,924.0,2,32,Lodgepole Pine
3284.0,29.0,10.0,750.0,87.0,3797.0,217.0,219.0,137.0,3827.0,0,22,Spruce/Fir
3345.0,147.0,38.0,192.0,116.0,3865.0,240.0,204.0,55.0,3290.0,2,32,Krummholz
2893.0,249.0,26.0,192.0,80.0,1489.0,155.0,248.0,224.0,516.0,2,12,Lodgepole Pine
2437.0,325.0,17.0,313.0,81.0,811.0,176.0,219.0,182.0,1480.0,3,9,Douglas-fir
2547.0,92.0,7.0,247.0,2.0,395.0,231.0,229.0,131.0,1430.0,0,8,Lodgepole Pine
3113.0,123.0,11.0,350.0,76.0,3314.0,239.0,231.0,121.0,2960.0,0,29,Spruce/Fir
3177.0,129.0,23.0,306.0,88.0,1201.0,251.0,218.0,82.0,1248.0,0,28,Spruce/Fir
2960.0,313.0,8.0,190.0,30.0,1892.0,198.0,234.0,175.0,2663.0,2,22,Lodgepole Pine
2996.0,180.0,9.0,0.0,0.0,2070.0,224.0,246.0,155.0,1340.0,2,20,Spruce/Fir
3139.0,86.0,15.0,153.0,26.0,3862.0,241.0,214.0,99.0,3148.0,0,28,Spruce/Fir
3104.0,99.0,6.0,60.0,-2.0,955.0,230.0,232.0,136.0,1708.0,0,22,Spruce/Fir
3379.0,127.0,18.0,693.0,16.0,702.0,247.0,225.0,100.0,379.0,1,37,Krummholz
3101.0,197.0,12.0,120.0,-1.0,2143.0,217.0,250.0,166.0,693.0,2,31,Lodgepole Pine
3535.0,115.0,23.0,932.0,250.0,2519.0,252.0,211.0,74.0,1115.0,0,39,Spruce/Fir
3402.0,108.0,7.0,30.0,-1.0,3103.0,232.0,232.0,133.0,1008.0,2,34,Krummholz
2848.0,149.0,11.0,60.0,-4.0,2687.0,234.0,240.0,135.0,2464.0,0,29,Spruce/Fir
3262.0,16.0,15.0,430.0,10.0,4386.0,206.0,208.0,137.0,767.0,2,31,Spruce/Fir
3137.0,83.0,4.0,0.0,0.0,794.0,225.0,233.0,143.0,2311.0,1,18,Spruce/Fir
3060.0,32.0,10.0,127.0,26.0,3803.0,218.0,218.0,134.0,2601.0,0,23,Spruce/Fir
3024.0,179.0,13.0,272.0,55.0,4877.0,225.0,247.0,152.0,782.0,0,29,Lodgepole Pine
3202.0,66.0,21.0,391.0,42.0,5334.0,235.0,194.0,81.0,2676.0,0,28,Lodgepole Pine
3217.0,253.0,5.0,234.0,23.0,6053.0,209.0,243.0,173.0,1664.0,0,21,Spruce/Fir
3156.0,16.0,8.0,319.0,35.0,1666.0,214.0,224.0,147.0,977.0,1,23,Spruce/Fir
3024.0,202.0,8.0,598.0,114.0,2097.0,217.0,247.0,165.0,2467.0,2,31,Lodgepole Pine
3358.0,353.0,8.0,531.0,19.0,810.0,207.0,227.0,158.0,2280.0,2,31,Krummholz
2627.0,289.0,17.0,0.0,0.0,2612.0,170.0,236.0,205.0,6690.0,0,29,Lodgepole Pine
2934.0,73.0,10.0,0.0,0.0,2452.0,232.0,221.0,121.0,1832.0,2,21,Spruce/Fir
2968.0,84.0,9.0,283.0,48.0,3688.0,233.0,225.0,123.0,2042.0,0,11,Lodgepole Pine
2973.0,15.0,11.0,277.0,-52.0,666.0,211.0,218.0,143.0,1101.0,2,23,Spruce/Fir
3349.0,243.0,11.0,360.0,38.0,942.0,199.0,249.0,187.0,1650.0,2,31,Spruce/Fir
3295.0,106.0,27.0,755.0,114.0,1718.0,253.0,197.0,53.0,2462.0,1,32,Lodgepole Pine
3053.0,297.0,14.0,175.0,24.0,3246.0,181.0,235.0,194.0,853.0,2,31,Spruce/Fir
3025.0,7.0,23.0,270.0,166.0,671.0,186.0,189.0,134.0,3087.0,2,23,Lodgepole Pine
3416.0,45.0,7.0,408.0,87.0,1189.0,222.0,225.0,138.0,3905.0,1,34,Spruce/Fir
3347.0,356.0,12.0,402.0,99.0,3055.0,200.0,218.0,155.0,2214.0,2,39,Krummholz
2839.0,144.0,15.0,306.0,86.0,3274.0,240.0,236.0,120.0,2941.0,0,11,Lodgepole Pine
3135.0,346.0,16.0,437.0,165.0,2054.0,188.0,213.0,163.0,3928.0,0,28,Spruce/Fir
1966.0,360.0,31.0,301.0,115.0,277.0,158.0,165.0,132.0,859.0,3,4,Douglas-fir
2841.0,359.0,25.0,60.0,8.0,5011.0,173.0,184.0,141.0,301.0,0,28,Lodgepole Pine
2293.0,19.0,20.0,150.0,63.0,201.0,201.0,194.0,124.0,735.0,3,9,Lodgepole Pine
2641.0,129.0,15.0,60.0,6.0,201.0,243.0,230.0,112.0,604.0,0,29,Lodgepole Pine
3054.0,27.0,1.0,67.0,-2.0,1477.0,218.0,236.0,155.0,690.0,0,22,Spruce/Fir
3117.0,26.0,15.0,150.0,3.0,2910.0,212.0,206.0,128.0,3125.0,2,30,Lodgepole Pine
2910.0,28.0,8.0,313.0,2.0,3357.0,217.0,223.0,141.0,3937.0,0,11,Lodgepole Pine
3059.0,84.0,12.0,351.0,31.0,4776.0,237.0,219.0,111.0,1092.0,0,28,Spruce/Fir
3112.0,354.0,5.0,295.0,25.0,1410.0,212.0,231.0,157.0,1293.0,1,22,Lodgepole Pine
3006.0,312.0,13.0,201.0,26.0,4626.0,185.0,230.0,185.0,108.0,0,19,Lodgepole Pine
3219.0,87.0,12.0,124.0,15.0,990.0,238.0,219.0,109.0,1048.0,1,31,Spruce/Fir
2772.0,57.0,8.0,30.0,5.0,2093.0,226.0,223.0,132.0,3298.0,0,19,Lodgepole Pine
2703.0,341.0,22.0,95.0,33.0,2259.0,167.0,200.0,168.0,2442.0,0,28,Lodgepole Pine
3322.0,115.0,15.0,582.0,99.0,3075.0,245.0,224.0,103.0,2730.0,2,31,Spruce/Fir
3400.0,63.0,13.0,469.0,115.0,2045.0,231.0,212.0,111.0,1604.0,0,34,Spruce/Fir
3007.0,349.0,19.0,258.0,-14.0,1401.0,181.0,205.0,159.0,841.0,2,23,Spruce/Fir
3340.0,68.0,29.0,552.0,115.0,1181.0,235.0,170.0,47.0,1689.0,1,37,Spruce/Fir
3047.0,199.0,9.0,454.0,13.0,6481.0,217.0,248.0,165.0,3331.0,0,19,Lodgepole Pine
3299.0,56.0,21.0,150.0,17.0,1883.0,228.0,191.0,86.0,2670.0,0,38,Spruce/Fir
3252.0,104.0,15.0,90.0,-23.0,1471.0,244.0,220.0,101.0,1800.0,0,37,Spruce/Fir
3012.0,313.0,9.0,212.0,36.0,4261.0,196.0,233.0,177.0,2330.0,0,28,Lodgepole Pine
3270.0,93.0,5.0,300.0,12.0,6180.0,227.0,233.0,140.0,437.0,0,21,Spruce/Fir
2885.0,353.0,15.0,153.0,30.0,1144.0,194.0,214.0,157.0,1871.0,2,23,Spruce/Fir
2900.0,109.0,16.0,216.0,51.0,2601.0,246.0,220.0,98.0,2073.0,0,28,Lodgepole Pine
2607.0,336.0,17.0,182.0,49.0,1041.0,180.0,215.0,173.0,664.0,0,28,Lodgepole Pine
2968.0,93.0,10.0,362.0,59.0,1740.0,236.0,225.0,120.0,1783.0,2,30,Lodgepole Pine
3112.0,214.0,14.0,301.0,36.0,895.0,206.0,252.0,179.0,1397.0,0,29,Lodgepole Pine
3099.0,210.0,18.0,242.0,29.0,1756.0,203.0,254.0,181.0,671.0,0,21,Spruce/Fir
2606.0,102.0,14.0,228.0,60.0,962.0,243.0,221.0,104.0,3495.0,0,28,Lodgepole Pine
2755.0,140.0,7.0,67.0,14.0,1567.0,231.0,238.0,140.0,2391.0,0,11,Lodgepole Pine
2676.0,132.0,18.0,330.0,97.0,1572.0,246.0,228.0,103.0,994.0,2,3,Ponderosa Pine
2753.0,349.0,13.0,366.0,101.0,2058.0,195.0,218.0,161.0,2131.0,2,9,Douglas-fir
2210.0,30.0,34.0,350.0,133.0,400.0,187.0,145.0,71.0,658.0,3,9,Ponderosa Pine
2951.0,68.0,5.0,450.0,82.0,3217.0,225.0,230.0,139.0,2282.0,0,28,Lodgepole Pine
2931.0,339.0,16.0,240.0,34.0,2844.0,184.0,215.0,169.0,999.0,2,32,Lodgepole Pine
3165.0,45.0,7.0,162.0,5.0,5210.0,222.0,225.0,138.0,2922.0,0,22,Spruce/Fir
3122.0,345.0,16.0,268.0,60.0,3030.0,187.0,213.0,164.0,2419.0,2,30,Spruce/Fir
3148.0,217.0,12.0,42.0,11.0,779.0,208.0,251.0,178.0,2343.0,1,22,Spruce/Fir
3374.0,80.0,11.0,216.0,4.0,2474.0,235.0,220.0,116.0,2521.0,0,38,Krummholz
2613.0,107.0,11.0,0.0,0.0,1657.0,239.0,226.0,116.0,1321.0,0,15,Lodgepole Pine
2817.0,130.0,26.0,60.0,14.0,4731.0,252.0,214.0,72.0,4772.0,0,29,Lodgepole Pine
3404.0,326.0,14.0,604.0,112.0,2546.0,185.0,224.0,178.0,1253.0,2,31,Spruce/Fir
2946.0,342.0,3.0,212.0,69.0,630.0,213.0,235.0,159.0,1846.0,2,31,Spruce/Fir
3141.0,313.0,9.0,108.0,23.0,5484.0,197.0,234.0,177.0,543.0,0,28,Spruce/Fir
2759.0,352.0,7.0,108.0,13.0,972.0,208.0,228.0,158.0,2076.0,2,10,Lodgepole Pine
2900.0,61.0,23.0,330.0,-29.0,518.0,232.0,187.0,76.0,2053.0,0,28,Lodgepole Pine
3407.0,76.0,21.0,42.0,10.0,1797.0,241.0,195.0,74.0,1948.0,1,38,Krummholz
3164.0,350.0,19.0,450.0,104.0,1436.0,182.0,204.0,158.0,2322.0,2,31,Lodgepole Pine
3170.0,151.0,35.0,708.0,289.0,1116.0,239.0,216.0,75.0,2771.0,0,28,Spruce/Fir
2763.0,135.0,9.0,127.0,19.0,1761.0,235.0,236.0,132.0,2251.0,0,11,Lodgepole Pine
3179.0,168.0,12.0,361.0,39.0,914.0,229.0,245.0,146.0,2394.0,0,21,Spruce/Fir
3164.0,326.0,5.0,0.0,0.0,2554.0,207.0,234.0,166.0,2856.0,2,22,Spruce/Fir
3081.0,271.0,22.0,511.0,152.0,6002.0,157.0,241.0,220.0,1544.0,0,28,Lodgepole Pine
2685.0,133.0,10.0,216.0,3.0,1888.0,237.0,235.0,128.0,2518.0,2,1,Douglas-fir
3238.0,26.0,6.0,607.0,31.0,1664.0,217.0,227.0,146.0,2791.0,2,31,Spruce/Fir
2950.0,99.0,21.0,30.0,14.0,481.0,249.0,206.0,75.0,1614.0,2,32,Lodgepole Pine
3261.0,337.0,4.0,242.0,16.0,5743.0,212.0,234.0,161.0,726.0,0,21,Spruce/Fir
3207.0,301.0,11.0,551.0,112.0,5248.0,189.0,235.0,186.0,2067.0,0,21,Spruce/Fir
3112.0,328.0,31.0,210.0,116.0,569.0,132.0,189.0,188.0,2206.0,0,29,Lodgepole Pine
2812.0,71.0,25.0,277.0,130.0,283.0,238.0,182.0,60.0,1396.0,0,28,Aspen
2803.0,135.0,16.0,85.0,19.0,2245.0,244.0,231.0,112.0,1465.0,0,29,Lodgepole Pine
3106.0,325.0,26.0,127.0,37.0,3376.0,147.0,202.0,190.0,3010.0,2,23,Spruce/Fir
3060.0,336.0,6.0,323.0,69.0,5758.0,206.0,231.0,164.0,4603.0,0,11,Lodgepole Pine
3195.0,220.0,12.0,495.0,86.0,417.0,206.0,251.0,181.0,2953.0,2,30,Lodgepole Pine
2965.0,221.0,5.0,350.0,23.0,1908.0,213.0,245.0,169.0,2240.0,2,31,Lodgepole Pine
3101.0,76.0,2.0,67.0,0.0,730.0,222.0,235.0,150.0,1822.0,0,22,Spruce/Fir
2482.0,104.0,17.0,192.0,47.0,335.0,247.0,216.0,92.0,997.0,2,1,Ponderosa Pine
2723.0,196.0,4.0,95.0,2.0,2349.0,219.0,243.0,160.0,4255.0,0,11,Lodgepole Pine
3124.0,110.0,6.0,85.0,-12.0,1410.0,230.0,234.0,138.0,2202.0,0,22,Spruce/Fir
2760.0,148.0,4.0,458.0,-12.0,1771.0,226.0,239.0,148.0,2151.0,0,11,Lodgepole Pine
2817.0,215.0,22.0,134.0,40.0,1826.0,194.0,254.0,189.0,2219.0,2,12,Lodgepole Pine
2910.0,348.0,13.0,560.0,53.0,2160.0,196.0,219.0,161.0,1419.0,2,30,Lodgepole Pine
3096.0,345.0,18.0,531.0,32.0,3478.0,181.0,208.0,164.0,2940.0,0,28,Lodgepole Pine
3326.0,168.0,21.0,90.0,25.0,2429.0,231.0,243.0,132.0,361.0,2,38,Krummholz
2631.0,349.0,19.0,0.0,0.0,2023.0,181.0,205.0,159.0,4629.0,0,19,Lodgepole Pine
3091.0,77.0,4.0,30.0,-2.0,969.0,226.0,231.0,141.0,1981.0,0,22,Lodgepole Pine
3325.0,282.0,23.0,67.0,18.0,3596.0,149.0,234.0,221.0,1716.0,2,31,Spruce/Fir
2400.0,309.0,27.0,382.0,171.0,900.0,138.0,211.0,209.0,190.0,3,9,Ponderosa Pine
3107.0,118.0,17.0,256.0,84.0,2818.0,247.0,223.0,99.0,1209.0,2,32,Lodgepole Pine
2991.0,137.0,10.0,192.0,16.0,5168.0,235.0,237.0,132.0,6170.0,0,11,Lodgepole Pine
3090.0,110.0,5.0,481.0,19.0,2546.0,228.0,234.0,140.0,1132.0,2,31,Spruce/Fir
2411.0,350.0,22.0,201.0,96.0,297.0,174.0,197.0,157.0,201.0,3,9,Ponderosa Pine
2542.0,352.0,12.0,0.0,0.0,722.0,199.0,220.0,158.0,3263.0,0,19,Lodgepole Pine
2589.0,294.0,10.0,350.0,63.0,365.0,192.0,238.0,186.0,942.0,3,5,Lodgepole Pine
3194.0,11.0,10.0,424.0,50.0,6191.0,210.0,221.0,147.0,1167.0,0,28,Spruce/Fir
2794.0,77.0,4.0,150.0,32.0,3180.0,226.0,231.0,141.0,5076.0,0,28,Lodgepole Pine
3657.0,49.0,21.0,1110.0,402.0,2575.0,223.0,190.0,92.0,1273.0,0,39,Spruce/Fir
3078.0,237.0,8.0,134.0,12.0,5616.0,206.0,247.0,178.0,2242.0,0,22,Lodgepole Pine
2595.0,104.0,11.0,170.0,54.0,745.0,239.0,226.0,117.0,930.0,0,8,Lodgepole Pine
3146.0,323.0,12.0,162.0,18.0,3390.0,188.0,227.0,178.0,1637.0,2,30,Spruce/Fir
2953.0,40.0,7.0,127.0,21.0,3436.0,221.0,224.0,138.0,2525.0,0,28,Lodgepole Pine
3074.0,4.0,16.0,162.0,44.0,4909.0,198.0,208.0,146.0,430.0,0,29,Spruce/Fir
3166.0,92.0,26.0,108.0,28.0,1530.0,250.0,189.0,51.0,2522.0,0,28,Spruce/Fir
3125.0,64.0,12.0,30.0,5.0,2955.0,231.0,215.0,114.0,3122.0,2,23,Lodgepole Pine
2882.0,177.0,9.0,85.0,3.0,1776.0,225.0,245.0,154.0,2356.0,2,32,Lodgepole Pine
3085.0,104.0,8.0,470.0,52.0,216.0,234.0,230.0,129.0,1360.0,2,31,Lodgepole Pine
2583.0,141.0,9.0,240.0,63.0,997.0,234.0,238.0,134.0,750.0,2,10,Ponderosa Pine
2888.0,82.0,13.0,591.0,175.0,2624.0,237.0,217.0,108.0,335.0,2,30,Spruce/Fir
3098.0,271.0,12.0,408.0,65.0,1368.0,189.0,244.0,193.0,1307.0,2,22,Spruce/Fir
2965.0,337.0,5.0,228.0,33.0,5066.0,208.0,232.0,163.0,6291.0,0,28,Spruce/Fir
2969.0,106.0,6.0,0.0,0.0,1050.0,231.0,232.0,135.0,924.0,2,22,Lodgepole Pine
3339.0,149.0,10.0,30.0,5.0,1487.0,233.0,240.0,137.0,3422.0,1,37,Lodgepole Pine
3335.0,339.0,18.0,785.0,47.0,2249.0,180.0,212.0,170.0,969.0,2,31,Spruce/Fir
3263.0,286.0,14.0,499.0,83.0,649.0,181.0,239.0,197.0,256.0,1,23,Spruce/Fir
3367.0,91.0,21.0,67.0,17.0,2761.0,247.0,202.0,75.0,671.0,2,34,Krummholz
2859.0,5.0,14.0,150.0,57.0,830.0,201.0,212.0,147.0,2012.0,0,29,Lodgepole Pine
3455.0,271.0,29.0,330.0,104.0,3558.0,133.0,235.0,234.0,1201.0,0,38,Spruce/Fir
3277.0,342.0,22.0,201.0,81.0,1689.0,168.0,200.0,167.0,2640.0,2,32,Spruce/Fir
2656.0,51.0,10.0,210.0,5.0,1302.0,225.0,218.0,126.0,6044.0,0,11,Lodgepole Pine
3177.0,76.0,14.0,285.0,22.0,1199.0,237.0,213.0,105.0,2255.0,1,22,Spruce/Fir
3149.0,43.0,8.0,120.0,30.0,2483.0,222.0,222.0,135.0,1873.0,0,28,Spruce/Fir
3195.0,98.0,7.0,228.0,14.0,5594.0,231.0,231.0,132.0,2525.0,0,28,Spruce/Fir
2854.0,213.0,19.0,420.0,159.0,1340.0,200.0,254.0,184.0,1492.0,2,32,Lodgepole Pine
3193.0,51.0,10.0,90.0,34.0,2345.0,225.0,219.0,127.0,2696.0,0,28,Spruce/Fir
3020.0,338.0,19.0,443.0,65.0,3361.0,174.0,209.0,172.0,1917.0,2,23,Spruce/Fir
2750.0,182.0,11.0,85.0,17.0,60.0,223.0,247.0,156.0,2255.0,2,9,Lodgepole Pine
2677.0,102.0,7.0,30.0,-4.0,1616.0,232.0,231.0,132.0,1390.0,2,10,Lodgepole Pine
3099.0,97.0,11.0,212.0,29.0,4617.0,239.0,224.0,114.0,3013.0,0,28,Spruce/Fir
2952.0,88.0,19.0,488.0,-72.0,735.0,245.0,205.0,82.0,1732.0,0,28,Lodgepole Pine
3258.0,184.0,9.0,457.0,56.0,2579.0,222.0,247.0,157.0,1350.0,2,32,Spruce/Fir
2842.0,10.0,9.0,743.0,16.0,540.0,210.0,221.0,148.0,1200.0,2,10,Lodgepole Pine
3312.0,37.0,5.0,30.0,1.0,1199.0,220.0,229.0,146.0,1440.0,1,37,Spruce/Fir
2935.0,105.0,10.0,255.0,65.0,1440.0,237.0,228.0,120.0,2072.0,2,30,Lodgepole Pine
3199.0,10.0,11.0,0.0,0.0,2976.0,208.0,218.0,146.0,4112.0,0,38,Spruce/Fir
3292.0,301.0,11.0,124.0,24.0,5552.0,190.0,236.0,186.0,932.0,0,37,Spruce/Fir
3246.0,312.0,12.0,150.0,37.0,4868.0,186.0,231.0,184.0,1243.0,0,28,Lodgepole Pine
2007.0,320.0,31.0,162.0,99.0,190.0,127.0,195.0,200.0,446.0,3,9,Ponderosa Pine
2903.0,119.0,6.0,216.0,43.0,3248.0,230.0,235.0,138.0,2850.0,0,11,Lodgepole Pine
3289.0,96.0,9.0,108.0,21.0,5773.0,234.0,228.0,125.0,658.0,0,21,Spruce/Fir
3337.0,205.0,18.0,408.0,148.0,3200.0,207.0,253.0,175.0,659.0,2,35,Spruce/Fir
2988.0,14.0,6.0,170.0,10.0,6152.0,215.0,228.0,150.0,3226.0,0,28,Lodgepole Pine
2768.0,11.0,21.0,95.0,34.0,2503.0,193.0,193.0,131.0,579.0,2,30,Lodgepole Pine
2067.0,0.0,15.0,0.0,0.0,450.0,196.0,210.0,150.0,721.0,3,9,Douglas-fir
2917.0,170.0,20.0,210.0,62.0,474.0,230.0,244.0,136.0,999.0,2,12,Aspen
3286.0,128.0,8.0,67.0,14.0,799.0,233.0,235.0,134.0,779.0,1,31,Spruce/Fir
3129.0,74.0,11.0,324.0,39.0,3517.0,233.0,219.0,116.0,2787.0,0,29,Spruce/Fir
2539.0,277.0,14.0,300.0,111.0,573.0,180.0,242.0,201.0,258.0,3,5,Lodgepole Pine
